,crop,Soil_Type,Pesticide_Use_Category,Season,rainfall,Crop_Damage
16250,0,0,Lamba-Cyhalothrin,1,190,91
16251,0,1,Amidosulfuron,3,159,84
16252,0,0,Amidosulfuron,3,108,85
16253,0,1,Lamba-Cyhalothrin,1,148,86
16254,1,0,Chlormequat,2,163,89
16255,1,0,Amidosulfuron,3,84,98
16256,0,0,Amidosulfuron,3,116,95
16257,1,1,Lamba-Cyhalothrin,1,251,89
16258,0,0,Lamba-Cyhalothrin,3,186,88
16259,1,1,Lamba-Cyhalothrin,3,174,92
16260,0,0,Amidosulfuron,2,136,80
16261,0,0,Chlormequat,2,230,84
16262,1,0,Amidosulfuron,1,134,85
16263,1,1,Amidosulfuron,2,105,81
16264,1,0,Amidosulfuron,1,152,97
16265,1,0,Amidosulfuron,2,276,89
16266,1,1,Lamba-Cyhalothrin,3,160,95
16267,1,1,Lamba-Cyhalothrin,1,67,90
16268,0,0,Amidosulfuron,2,214,80
16269,0,1,Amidosulfuron,1,192,83
16270,0,1,Amidosulfuron,2,157,93
16271,1,1,Lamba-Cyhalothrin,1,221,81
16272,1,0,Chlormequat,1,276,98
16273,1,1,Chlormequat,2,237,85
16274,0,0,Lamba-Cyhalothrin,2,88,84
16275,1,1,Chlormequat,1,166,95
16276,0,0,Lamba-Cyhalothrin,3,71,80
16277,1,1,Amidosulfuron,3,212,84
16278,1,1,Amidosulfuron,3,196,94
16279,1,1,Chlormequat,3,262,99
16280,1,1,Amidosulfuron,2,248,82
16281,0,1,Lamba-Cyhalothrin,3,110,98
16282,0,0,Lamba-Cyhalothrin,1,171,81
16283,1,1,Chlormequat,3,232,91
16284,1,0,Amidosulfuron,3,223,94
16285,1,0,Lamba-Cyhalothrin,1,293,98
16286,0,0,Amidosulfuron,1,269,99
16287,0,1,Chlormequat,1,201,98
16288,1,1,Amidosulfuron,2,281,98
16289,0,1,Amidosulfuron,1,219,95
16290,1,0,Lamba-Cyhalothrin,1,85,94
16291,0,1,Amidosulfuron,1,93,89
16292,0,0,Lamba-Cyhalothrin,3,245,88
16293,1,0,Lamba-Cyhalothrin,1,182,83
16294,0,0,Amidosulfuron,1,175,98
16295,1,0,Chlormequat,2,79,87
16296,1,1,Chlormequat,2,265,89
16297,0,1,Lamba-Cyhalothrin,2,297,84
16298,1,0,Chlormequat,2,242,94
16299,1,0,Amidosulfuron,3,293,93
16300,1,1,Amidosulfuron,1,189,98
16301,0,1,Amidosulfuron,1,185,98
16302,0,0,Lamba-Cyhalothrin,2,157,86
16303,1,0,Lamba-Cyhalothrin,3,273,88
16304,0,0,Lamba-Cyhalothrin,2,263,83
16305,0,0,Chlormequat,3,89,84
16306,0,0,Chlormequat,2,267,96
16307,1,0,Amidosulfuron,3,246,85
16308,0,0,Amidosulfuron,1,187,80
16309,0,0,Amidosulfuron,3,79,87
16310,0,1,Chlormequat,1,84,98
16311,1,1,Lamba-Cyhalothrin,1,106,88
16312,1,1,Amidosulfuron,3,97,80
16313,1,0,Amidosulfuron,2,206,95
16314,0,1,Chlormequat,2,132,80
16315,1,0,Amidosulfuron,2,67,86
16316,1,1,Lamba-Cyhalothrin,3,76,85
16317,0,1,Amidosulfuron,3,89,94
16318,1,0,Amidosulfuron,1,277,99
16319,0,0,Amidosulfuron,2,126,83
16320,1,0,Amidosulfuron,1,281,97
16321,0,1,Lamba-Cyhalothrin,1,267,88
16322,1,0,Amidosulfuron,1,120,94
16323,1,1,Chlormequat,3,210,90
16324,0,0,Amidosulfuron,3,155,80
16325,0,1,Lamba-Cyhalothrin,2,235,88
16326,0,0,Lamba-Cyhalothrin,3,149,92
16327,0,0,Amidosulfuron,2,277,87
16328,1,1,Amidosulfuron,3,286,87
16329,1,1,Chlormequat,2,206,95
16330,0,1,Amidosulfuron,2,220,83
16331,1,1,Chlormequat,3,164,91
16332,0,1,Amidosulfuron,3,275,89
16333,1,0,Lamba-Cyhalothrin,3,224,85
16334,1,0,Amidosulfuron,3,203,96
16335,1,1,Chlormequat,3,92,92
16336,0,0,Lamba-Cyhalothrin,2,132,87
16337,1,0,Amidosulfuron,2,119,82
16338,0,1,Amidosulfuron,3,242,99
16339,1,1,Chlormequat,2,251,80
16340,1,1,Amidosulfuron,2,91,81
16341,0,0,Chlormequat,1,193,84
16342,1,1,Lamba-Cyhalothrin,1,91,82
16343,0,1,Lamba-Cyhalothrin,3,156,92
16344,0,1,Amidosulfuron,3,168,89
16345,1,1,Lamba-Cyhalothrin,2,123,89
16346,1,1,Amidosulfuron,3,93,81
16347,0,1,Chlormequat,3,98,91
16348,0,0,Lamba-Cyhalothrin,2,174,86
16349,1,1,Chlormequat,2,171,95
16350,1,1,Chlormequat,2,189,99
16351,1,0,Chlormequat,1,155,88
16352,0,1,Amidosulfuron,1,203,90
16353,0,0,Lamba-Cyhalothrin,3,243,86
16354,0,1,Amidosulfuron,2,247,80
16355,1,0,Lamba-Cyhalothrin,3,236,83
16356,0,0,Chlormequat,1,283,94
16357,0,0,Lamba-Cyhalothrin,3,141,96
16358,1,1,Chlormequat,2,120,95
16359,0,1,Chlormequat,3,74,85
16360,0,0,Chlormequat,2,205,96
16361,1,1,Lamba-Cyhalothrin,2,158,97
16362,1,1,Chlormequat,1,290,88
16363,0,1,Chlormequat,3,136,82
16364,1,0,Chlormequat,1,207,94
16365,1,1,Lamba-Cyhalothrin,3,187,89
16366,0,1,Lamba-Cyhalothrin,3,200,80
16367,0,1,Chlormequat,2,224,86
16368,1,0,Lamba-Cyhalothrin,1,91,94
16369,0,0,Lamba-Cyhalothrin,2,184,88
16370,0,0,Amidosulfuron,3,200,99
16371,1,1,Amidosulfuron,2,212,95
16372,0,1,Lamba-Cyhalothrin,1,113,92
16373,0,0,Chlormequat,2,254,93
16374,0,0,Amidosulfuron,2,159,86
16375,1,1,Chlormequat,2,101,84
16376,1,0,Lamba-Cyhalothrin,3,175,93
16377,1,0,Lamba-Cyhalothrin,2,94,81
16378,0,0,Chlormequat,3,123,90
16379,1,1,Chlormequat,1,228,83
16380,1,1,Lamba-Cyhalothrin,2,86,87
16381,0,1,Amidosulfuron,1,239,95
16382,0,1,Chlormequat,1,115,97
16383,0,0,Lamba-Cyhalothrin,1,204,87
16384,1,1,Lamba-Cyhalothrin,3,250,97
16385,0,0,Amidosulfuron,3,100,88
16386,1,1,Lamba-Cyhalothrin,3,160,84
16387,1,1,Chlormequat,1,105,93
16388,1,1,Chlormequat,2,87,88
16389,0,1,Amidosulfuron,2,173,90
16390,0,0,Chlormequat,1,217,85
16391,1,1,Lamba-Cyhalothrin,3,231,89
16392,0,0,Amidosulfuron,1,194,80
16393,0,0,Amidosulfuron,3,159,93
16394,0,1,Chlormequat,3,231,92
16395,1,1,Chlormequat,1,70,85
16396,0,0,Amidosulfuron,2,215,84
16397,0,1,Lamba-Cyhalothrin,1,70,83
16398,0,1,Amidosulfuron,2,145,96
16399,0,0,Chlormequat,3,214,88
16400,1,1,Chlormequat,3,150,80
16401,0,1,Amidosulfuron,3,234,83
16402,0,0,Amidosulfuron,2,145,83
16403,0,1,Chlormequat,2,76,99
16404,1,0,Chlormequat,1,281,85
16405,0,0,Amidosulfuron,3,247,92
16406,1,0,Lamba-Cyhalothrin,3,111,83
16407,1,0,Chlormequat,1,186,86
16408,0,0,Amidosulfuron,2,132,86
16409,1,1,Amidosulfuron,1,78,80
16410,0,0,Lamba-Cyhalothrin,2,156,98
16411,1,0,Amidosulfuron,3,289,91
16412,1,0,Lamba-Cyhalothrin,3,74,92
16413,0,1,Amidosulfuron,1,92,82
16414,1,1,Lamba-Cyhalothrin,3,113,87
16415,1,1,Amidosulfuron,2,75,85
16416,1,0,Lamba-Cyhalothrin,3,272,97
16417,1,1,Lamba-Cyhalothrin,1,237,89
16418,1,1,Lamba-Cyhalothrin,2,234,81
16419,1,0,Chlormequat,3,262,84
16420,0,1,Chlormequat,3,285,87
16421,0,0,Amidosulfuron,3,199,96
16422,1,0,Chlormequat,3,158,81
16423,1,0,Amidosulfuron,1,287,98
16424,1,1,Lamba-Cyhalothrin,2,60,83
16425,0,0,Lamba-Cyhalothrin,3,228,96
16426,1,0,Amidosulfuron,2,211,82
16427,1,0,Amidosulfuron,3,95,98
16428,0,0,Chlormequat,3,296,86
16429,0,1,Amidosulfuron,1,107,96
16430,0,1,Lamba-Cyhalothrin,2,166,86
16431,0,1,Chlormequat,2,180,87
16432,1,0,Amidosulfuron,2,75,85
16433,1,0,Lamba-Cyhalothrin,1,245,88
16434,1,1,Amidosulfuron,2,217,84
16435,1,1,Lamba-Cyhalothrin,1,169,96
16436,1,0,Chlormequat,2,181,97
16437,0,0,Lamba-Cyhalothrin,1,265,87
16438,1,0,Amidosulfuron,1,243,84
16439,1,0,Amidosulfuron,3,204,84
16440,0,0,Amidosulfuron,1,287,84
16441,0,1,Chlormequat,1,125,89
16442,0,1,Lamba-Cyhalothrin,1,161,81
16443,1,0,Amidosulfuron,2,243,97
16444,1,1,Chlormequat,2,139,91
16445,0,1,Chlormequat,1,60,97
16446,0,1,Chlormequat,1,146,83
16447,0,0,Lamba-Cyhalothrin,3,74,93
16448,1,0,Amidosulfuron,3,264,97
16449,1,1,Amidosulfuron,1,247,85
16450,0,0,Lamba-Cyhalothrin,1,217,89
16451,1,0,Chlormequat,2,204,91
16452,1,1,Chlormequat,1,79,92
16453,0,0,Chlormequat,2,245,85
16454,1,0,Amidosulfuron,1,132,84
16455,1,1,Chlormequat,3,91,81
16456,1,0,Chlormequat,1,201,86
16457,0,1,Lamba-Cyhalothrin,2,232,95
16458,0,0,Lamba-Cyhalothrin,3,146,84
16459,0,1,Amidosulfuron,2,241,86
16460,0,1,Amidosulfuron,3,284,82
16461,1,0,Chlormequat,2,62,84
16462,0,1,Lamba-Cyhalothrin,1,234,93
16463,1,0,Amidosulfuron,1,69,85
16464,1,1,Lamba-Cyhalothrin,2,120,83
16465,0,1,Chlormequat,3,123,91
16466,0,0,Chlormequat,1,277,91
16467,0,1,Lamba-Cyhalothrin,2,173,94
16468,0,1,Amidosulfuron,3,166,80
16469,1,0,Chlormequat,2,210,86
16470,1,0,Lamba-Cyhalothrin,2,283,87
16471,0,0,Chlormequat,2,215,89
16472,1,1,Chlormequat,1,280,95
16473,0,0,Lamba-Cyhalothrin,2,148,93
16474,0,0,Chlormequat,3,217,97
16475,1,0,Chlormequat,3,195,88
16476,0,0,Amidosulfuron,3,278,87
16477,1,0,Amidosulfuron,1,234,90
16478,1,0,Amidosulfuron,3,109,90
16479,0,0,Amidosulfuron,3,245,90
16480,1,1,Amidosulfuron,2,69,99
16481,1,1,Amidosulfuron,3,286,90
16482,0,0,Amidosulfuron,1,71,81
16483,0,1,Amidosulfuron,2,156,80
16484,1,1,Lamba-Cyhalothrin,3,263,99
16485,1,0,Chlormequat,3,215,92
16486,1,1,Lamba-Cyhalothrin,2,273,87
16487,1,0,Lamba-Cyhalothrin,2,202,85
16488,0,0,Lamba-Cyhalothrin,2,269,91
16489,1,0,Lamba-Cyhalothrin,1,95,96
16490,1,1,Lamba-Cyhalothrin,1,123,82
16491,1,1,Lamba-Cyhalothrin,3,75,83
16492,0,1,Lamba-Cyhalothrin,1,188,80
16493,1,1,Chlormequat,1,165,81
16494,0,0,Chlormequat,3,136,80
16495,0,1,Amidosulfuron,2,178,82
16496,0,0,Chlormequat,1,191,87
16497,0,1,Amidosulfuron,1,70,87
16498,1,0,Chlormequat,1,191,85
16499,0,0,Lamba-Cyhalothrin,3,142,87
16500,0,1,Lamba-Cyhalothrin,3,244,81
16501,0,1,Lamba-Cyhalothrin,3,267,87
16502,1,1,Chlormequat,3,266,84
16503,0,0,Lamba-Cyhalothrin,2,213,88
16504,0,1,Chlormequat,3,233,85
16505,0,1,Amidosulfuron,2,94,87
16506,0,1,Chlormequat,1,186,91
16507,0,1,Amidosulfuron,3,173,93
16508,0,0,Chlormequat,1,283,88
16509,1,0,Chlormequat,3,270,85
16510,0,1,Amidosulfuron,1,201,95
16511,0,1,Amidosulfuron,1,134,85
16512,1,0,Amidosulfuron,3,138,92
16513,0,0,Amidosulfuron,1,222,98
16514,0,1,Chlormequat,2,238,82
16515,1,1,Lamba-Cyhalothrin,2,275,86
16516,1,1,Lamba-Cyhalothrin,3,102,92
16517,1,1,Chlormequat,1,129,87
16518,1,0,Amidosulfuron,1,286,95
16519,0,1,Chlormequat,3,209,82
16520,0,1,Chlormequat,1,225,87
16521,1,1,Amidosulfuron,2,191,97
16522,1,1,Amidosulfuron,3,96,82
16523,1,0,Amidosulfuron,3,249,82
16524,1,0,Amidosulfuron,2,188,89
16525,0,1,Lamba-Cyhalothrin,2,118,89
16526,1,1,Amidosulfuron,3,223,99
16527,1,0,Chlormequat,2,173,97
16528,0,1,Chlormequat,3,112,91
16529,0,0,Amidosulfuron,2,149,91
16530,0,1,Chlormequat,2,187,94
16531,0,0,Chlormequat,2,178,96
16532,0,1,Chlormequat,1,78,98
16533,1,1,Amidosulfuron,3,158,99
16534,1,1,Lamba-Cyhalothrin,2,197,96
16535,0,0,Chlormequat,1,90,94
16536,0,0,Amidosulfuron,3,163,91
16537,0,0,Amidosulfuron,3,147,87
16538,0,1,Amidosulfuron,3,282,93
16539,1,1,Lamba-Cyhalothrin,2,277,92
16540,0,1,Lamba-Cyhalothrin,1,247,88
16541,1,1,Chlormequat,1,63,99
16542,1,0,Amidosulfuron,3,104,98
16543,0,0,Chlormequat,3,198,97
16544,0,0,Amidosulfuron,3,231,91
16545,1,0,Chlormequat,1,202,90
16546,0,1,Amidosulfuron,2,70,98
16547,1,1,Lamba-Cyhalothrin,1,197,99
16548,0,1,Amidosulfuron,1,170,83
16549,1,0,Chlormequat,2,80,80
16550,1,1,Lamba-Cyhalothrin,2,176,88
16551,1,0,Lamba-Cyhalothrin,3,127,88
16552,0,0,Chlormequat,3,64,92
16553,1,1,Amidosulfuron,3,63,95
16554,0,1,Amidosulfuron,3,172,88
16555,1,1,Amidosulfuron,2,78,81
16556,1,1,Amidosulfuron,2,199,91
16557,1,0,Lamba-Cyhalothrin,2,108,87
16558,1,0,Lamba-Cyhalothrin,2,232,99
16559,1,1,Amidosulfuron,2,258,90
16560,1,1,Chlormequat,2,245,80
16561,0,0,Amidosulfuron,2,168,96
16562,0,1,Chlormequat,2,233,87
16563,1,1,Lamba-Cyhalothrin,3,186,88
16564,0,0,Amidosulfuron,1,191,91
16565,0,0,Lamba-Cyhalothrin,1,178,89
16566,0,0,Lamba-Cyhalothrin,1,194,90
16567,0,1,Amidosulfuron,2,284,83
16568,1,0,Lamba-Cyhalothrin,2,146,83
16569,1,0,Lamba-Cyhalothrin,1,259,80
16570,0,0,Amidosulfuron,2,147,85
16571,1,1,Lamba-Cyhalothrin,2,122,96
16572,0,1,Lamba-Cyhalothrin,1,117,95
16573,0,0,Lamba-Cyhalothrin,2,276,83
16574,0,1,Chlormequat,2,142,87
16575,0,1,Chlormequat,1,88,98
16576,0,1,Chlormequat,1,70,89
16577,0,1,Chlormequat,2,68,85
16578,1,1,Amidosulfuron,1,166,97
16579,0,1,Lamba-Cyhalothrin,3,91,93
16580,1,0,Amidosulfuron,2,182,92
16581,0,1,Chlormequat,2,233,95
16582,0,0,Amidosulfuron,1,296,82
16583,0,0,Amidosulfuron,2,73,82
16584,1,1,Lamba-Cyhalothrin,2,259,97
16585,1,1,Lamba-Cyhalothrin,1,285,99
16586,1,1,Lamba-Cyhalothrin,3,286,94
16587,1,0,Lamba-Cyhalothrin,1,78,97
16588,1,0,Amidosulfuron,3,183,97
16589,1,1,Amidosulfuron,3,74,97
16590,0,0,Chlormequat,1,191,91
16591,1,1,Amidosulfuron,3,252,83
16592,1,0,Chlormequat,3,77,83
16593,0,1,Chlormequat,2,74,93
16594,1,1,Amidosulfuron,2,256,89
16595,0,0,Chlormequat,2,195,99
16596,1,1,Lamba-Cyhalothrin,2,162,81
16597,0,0,Lamba-Cyhalothrin,2,149,91
16598,0,0,Lamba-Cyhalothrin,2,261,96
16599,1,0,Lamba-Cyhalothrin,1,284,93
16600,1,0,Chlormequat,1,280,85
16601,1,1,Lamba-Cyhalothrin,3,186,97
16602,0,1,Amidosulfuron,2,119,97
16603,1,0,Lamba-Cyhalothrin,2,144,83
16604,0,1,Amidosulfuron,3,252,93
16605,1,0,Amidosulfuron,1,229,93
16606,1,1,Lamba-Cyhalothrin,2,119,84
16607,1,1,Amidosulfuron,3,254,88
16608,1,0,Chlormequat,1,248,84
16609,1,0,Amidosulfuron,1,119,91
16610,0,0,Lamba-Cyhalothrin,1,171,93
16611,1,0,Lamba-Cyhalothrin,1,187,94
16612,1,1,Chlormequat,1,180,88
16613,0,1,Amidosulfuron,3,219,86
16614,0,1,Lamba-Cyhalothrin,1,259,99
16615,1,1,Amidosulfuron,3,291,97
16616,1,1,Chlormequat,1,79,90
16617,1,1,Chlormequat,1,154,95
16618,0,0,Lamba-Cyhalothrin,1,116,81
16619,1,0,Lamba-Cyhalothrin,3,221,94
16620,0,1,Amidosulfuron,1,225,94
16621,1,0,Amidosulfuron,2,198,85
16622,0,1,Amidosulfuron,1,196,97
16623,1,0,Chlormequat,1,108,98
16624,1,1,Chlormequat,3,295,90
16625,1,0,Chlormequat,2,268,95
16626,1,1,Chlormequat,1,205,81
16627,0,1,Amidosulfuron,2,236,85
16628,0,1,Chlormequat,1,114,94
16629,0,1,Chlormequat,1,135,92
16630,1,0,Lamba-Cyhalothrin,1,184,85
16631,0,1,Chlormequat,3,230,83
16632,1,1,Chlormequat,2,60,97
16633,0,1,Lamba-Cyhalothrin,2,144,84
16634,1,1,Chlormequat,2,98,96
16635,1,1,Amidosulfuron,1,258,87
16636,1,0,Amidosulfuron,1,266,86
16637,1,0,Amidosulfuron,3,121,98
16638,1,1,Amidosulfuron,3,116,97
16639,0,0,Lamba-Cyhalothrin,3,149,96
16640,1,1,Amidosulfuron,2,236,99
16641,1,0,Amidosulfuron,3,163,87
16642,1,0,Chlormequat,3,94,82
16643,1,1,Amidosulfuron,2,214,86
16644,1,1,Lamba-Cyhalothrin,2,270,95
16645,1,1,Chlormequat,2,159,97
16646,0,1,Lamba-Cyhalothrin,3,164,91
16647,0,0,Lamba-Cyhalothrin,2,202,88
16648,1,1,Lamba-Cyhalothrin,3,142,87
16649,0,1,Amidosulfuron,3,274,91
16650,0,0,Lamba-Cyhalothrin,3,132,88
16651,1,0,Amidosulfuron,3,179,94
16652,1,1,Lamba-Cyhalothrin,3,290,85
16653,0,1,Amidosulfuron,3,212,96
16654,1,0,Amidosulfuron,3,181,97
16655,0,1,Amidosulfuron,2,177,99
16656,1,1,Lamba-Cyhalothrin,3,298,99
16657,0,0,Amidosulfuron,2,248,96
16658,1,0,Chlormequat,3,196,89
16659,1,0,Lamba-Cyhalothrin,3,267,98
16660,0,0,Lamba-Cyhalothrin,1,98,88
16661,0,1,Lamba-Cyhalothrin,2,166,88
16662,1,1,Amidosulfuron,2,290,97
16663,1,0,Amidosulfuron,1,237,87
16664,1,1,Amidosulfuron,1,75,91
16665,1,0,Chlormequat,1,141,96
16666,1,1,Lamba-Cyhalothrin,2,141,93
16667,0,0,Chlormequat,1,157,98
16668,0,1,Chlormequat,3,269,97
16669,1,1,Lamba-Cyhalothrin,1,171,89
16670,1,0,Chlormequat,3,235,93
16671,0,1,Lamba-Cyhalothrin,3,112,84
16672,1,0,Lamba-Cyhalothrin,2,96,83
16673,1,0,Chlormequat,3,156,89
16674,0,1,Amidosulfuron,2,255,92
16675,1,1,Lamba-Cyhalothrin,1,167,81
16676,0,0,Chlormequat,3,262,97
16677,0,0,Lamba-Cyhalothrin,1,129,87
16678,1,0,Amidosulfuron,1,190,91
16679,0,1,Lamba-Cyhalothrin,2,202,89
16680,1,0,Amidosulfuron,1,268,80
16681,1,0,Chlormequat,2,71,83
16682,1,0,Chlormequat,1,76,98
16683,0,1,Amidosulfuron,2,262,85
16684,1,0,Lamba-Cyhalothrin,1,290,90
16685,0,0,Lamba-Cyhalothrin,2,199,90
16686,1,0,Lamba-Cyhalothrin,3,220,91
16687,1,0,Chlormequat,1,192,86
16688,0,1,Chlormequat,1,113,90
16689,1,1,Chlormequat,3,132,93
16690,1,0,Amidosulfuron,2,217,86
16691,0,0,Lamba-Cyhalothrin,1,165,97
16692,0,0,Amidosulfuron,1,241,91
16693,0,0,Chlormequat,2,236,95
16694,1,0,Lamba-Cyhalothrin,2,256,83
16695,1,1,Amidosulfuron,3,112,89
16696,1,0,Lamba-Cyhalothrin,2,195,95
16697,1,1,Amidosulfuron,1,254,87
16698,1,1,Chlormequat,3,250,98
16699,0,1,Chlormequat,2,266,93
16700,0,1,Lamba-Cyhalothrin,1,196,88
16701,0,1,Amidosulfuron,1,172,85
16702,1,0,Chlormequat,2,137,95
16703,1,1,Lamba-Cyhalothrin,1,164,87
16704,1,0,Chlormequat,3,261,86
16705,1,0,Chlormequat,3,106,90
16706,1,1,Amidosulfuron,1,137,95
16707,0,1,Lamba-Cyhalothrin,2,113,93
16708,0,0,Lamba-Cyhalothrin,1,140,88
16709,0,1,Lamba-Cyhalothrin,1,152,88
16710,0,1,Amidosulfuron,2,96,93
16711,1,1,Lamba-Cyhalothrin,3,107,84
16712,0,0,Amidosulfuron,3,147,83
16713,0,0,Amidosulfuron,2,201,84
16714,0,1,Lamba-Cyhalothrin,1,146,91
16715,1,1,Lamba-Cyhalothrin,2,220,80
16716,0,0,Chlormequat,1,249,92
16717,0,1,Amidosulfuron,1,254,97
16718,0,0,Amidosulfuron,2,205,91
16719,0,0,Chlormequat,2,279,94
16720,1,0,Chlormequat,2,213,99
16721,1,0,Amidosulfuron,3,255,98
16722,1,1,Lamba-Cyhalothrin,2,163,92
16723,1,0,Lamba-Cyhalothrin,1,135,82
16724,0,0,Lamba-Cyhalothrin,3,144,91
16725,0,1,Chlormequat,1,212,83
16726,1,0,Amidosulfuron,2,106,82
16727,0,1,Chlormequat,1,293,97
16728,0,0,Amidosulfuron,3,91,92
16729,0,0,Chlormequat,1,235,83
16730,0,0,Amidosulfuron,1,223,82
16731,0,1,Chlormequat,2,134,98
16732,0,0,Amidosulfuron,2,266,81
16733,1,1,Lamba-Cyhalothrin,3,83,90
16734,1,1,Chlormequat,3,81,86
16735,0,1,Lamba-Cyhalothrin,1,163,88
16736,1,1,Amidosulfuron,2,106,80
16737,0,1,Amidosulfuron,2,245,81
16738,1,1,Amidosulfuron,3,96,97
16739,1,1,Lamba-Cyhalothrin,3,138,97
16740,1,0,Chlormequat,3,153,94
16741,1,1,Amidosulfuron,1,188,92
16742,0,0,Amidosulfuron,2,250,84
16743,1,1,Chlormequat,1,199,88
16744,0,0,Chlormequat,2,165,90
16745,0,1,Lamba-Cyhalothrin,2,290,98
16746,0,1,Amidosulfuron,1,247,87
16747,0,1,Lamba-Cyhalothrin,2,242,98
16748,1,1,Amidosulfuron,1,191,88
16749,0,0,Chlormequat,3,278,85
16750,1,1,Lamba-Cyhalothrin,3,120,91
16751,1,1,Chlormequat,2,148,89
16752,1,0,Amidosulfuron,2,133,81
16753,1,1,Chlormequat,2,82,98
16754,1,1,Amidosulfuron,3,271,94
16755,0,0,Chlormequat,3,94,88
16756,0,1,Chlormequat,2,96,99
16757,0,0,Amidosulfuron,3,104,96
16758,0,0,Amidosulfuron,1,276,95
16759,1,0,Chlormequat,3,230,81
16760,1,0,Amidosulfuron,1,209,98
16761,0,1,Chlormequat,2,63,98
16762,1,0,Amidosulfuron,3,280,86
16763,0,1,Amidosulfuron,2,124,98
16764,1,0,Lamba-Cyhalothrin,2,201,82
16765,0,0,Lamba-Cyhalothrin,3,77,90
16766,1,0,Amidosulfuron,1,197,90
16767,1,0,Amidosulfuron,3,84,93
16768,1,1,Chlormequat,2,97,82
16769,1,0,Lamba-Cyhalothrin,1,78,80
16770,0,1,Lamba-Cyhalothrin,1,137,85
16771,0,1,Chlormequat,1,270,91
16772,1,1,Chlormequat,3,117,87
16773,0,0,Lamba-Cyhalothrin,1,289,94
16774,0,1,Chlormequat,1,186,92
16775,0,1,Lamba-Cyhalothrin,3,173,91
16776,0,0,Amidosulfuron,2,194,90
16777,0,0,Chlormequat,1,226,85
16778,1,0,Amidosulfuron,2,95,86
16779,1,0,Lamba-Cyhalothrin,3,117,98
16780,1,1,Chlormequat,1,67,90
16781,1,1,Amidosulfuron,2,122,91
16782,0,0,Lamba-Cyhalothrin,1,289,85
16783,1,1,Amidosulfuron,3,197,86
16784,0,0,Amidosulfuron,3,116,95
16785,0,1,Amidosulfuron,2,139,95
16786,1,1,Amidosulfuron,2,267,98
16787,0,0,Chlormequat,3,68,94
16788,1,0,Chlormequat,1,267,86
16789,1,0,Chlormequat,1,193,96
16790,0,0,Chlormequat,2,76,90
16791,0,1,Amidosulfuron,2,167,90
16792,1,1,Chlormequat,1,256,97
16793,1,0,Amidosulfuron,2,287,96
16794,1,0,Amidosulfuron,2,127,85
16795,1,1,Lamba-Cyhalothrin,2,224,87
16796,1,1,Chlormequat,3,66,80
16797,1,0,Chlormequat,2,295,87
16798,0,1,Lamba-Cyhalothrin,2,241,92
16799,0,0,Lamba-Cyhalothrin,3,195,82
16800,1,1,Lamba-Cyhalothrin,1,219,88
16801,0,0,Amidosulfuron,2,187,89
16802,0,0,Lamba-Cyhalothrin,3,124,96
16803,0,0,Amidosulfuron,3,169,87
16804,1,0,Amidosulfuron,1,103,89
16805,1,1,Lamba-Cyhalothrin,1,185,90
16806,0,0,Chlormequat,1,160,88
16807,1,0,Amidosulfuron,1,186,99
16808,1,0,Chlormequat,1,213,93
16809,0,1,Lamba-Cyhalothrin,3,135,88
16810,0,1,Lamba-Cyhalothrin,2,270,95
16811,0,0,Amidosulfuron,3,265,83
16812,1,1,Lamba-Cyhalothrin,3,154,89
16813,1,0,Amidosulfuron,3,161,95
16814,1,1,Amidosulfuron,3,171,96
16815,1,1,Lamba-Cyhalothrin,2,141,96
16816,0,0,Lamba-Cyhalothrin,2,171,80
16817,1,0,Lamba-Cyhalothrin,2,87,83
16818,0,1,Lamba-Cyhalothrin,1,197,84
16819,0,1,Lamba-Cyhalothrin,1,290,93
16820,0,0,Lamba-Cyhalothrin,1,98,93
16821,0,1,Chlormequat,1,108,91
16822,1,0,Amidosulfuron,2,173,80
16823,1,0,Lamba-Cyhalothrin,2,155,84
16824,1,1,Chlormequat,1,286,97
16825,1,1,Chlormequat,2,278,88
16826,0,1,Amidosulfuron,3,104,95
16827,0,1,Lamba-Cyhalothrin,1,219,86
16828,1,1,Amidosulfuron,3,278,84
16829,0,0,Amidosulfuron,2,205,92
16830,0,0,Lamba-Cyhalothrin,2,136,87
16831,1,0,Chlormequat,2,229,96
16832,0,0,Chlormequat,2,212,80
16833,1,1,Lamba-Cyhalothrin,2,205,80
16834,0,0,Amidosulfuron,2,91,93
16835,0,1,Lamba-Cyhalothrin,3,165,89
16836,0,0,Chlormequat,1,259,83
16837,1,1,Chlormequat,1,99,84
16838,0,0,Chlormequat,2,204,81
16839,1,1,Lamba-Cyhalothrin,3,123,80
16840,1,0,Lamba-Cyhalothrin,1,103,96
16841,0,1,Amidosulfuron,3,207,80
16842,1,0,Lamba-Cyhalothrin,1,251,89
16843,1,0,Amidosulfuron,3,130,80
16844,1,0,Chlormequat,1,155,88
16845,0,1,Lamba-Cyhalothrin,3,280,99
16846,0,1,Lamba-Cyhalothrin,3,264,84
16847,1,1,Amidosulfuron,3,274,95
16848,1,1,Lamba-Cyhalothrin,1,113,99
16849,1,1,Lamba-Cyhalothrin,1,228,90
16850,0,0,Lamba-Cyhalothrin,1,111,81
16851,0,0,Chlormequat,3,251,82
16852,0,0,Amidosulfuron,3,149,93
16853,1,0,Chlormequat,1,148,93
16854,1,1,Chlormequat,2,156,84
16855,0,0,Chlormequat,2,138,94
